,index,Event ID,Agency,Standardized Type,Agency-specific Type,Start time,Closed time,Location,Op. Center,Latitude,Longitude,Road,Duration (Incident clearance time),Operator Notes,Responders,Max Lanes Closed,geometry,duration_min
7771,6042,CALTRANS_190930INFSP00066,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-30 14:16:00,2019-09-30 14:41:00,I10 E WO RANCHO AVE,Unknown,34.068436,-117.34285700000001,I-10,25 minutes,4.0,,,POINT (245234.7213829253 -435138.8536051102),25
11313,6030,CALTRANS_190930IN00198,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:21:00,2019-09-30 14:59:00,SR60 W WO ETIWANDA AVE,Unknown,34.018458,-117.53735900000001,SR 60,38 minutes,2.0,,,POINT (227431.8038453951 -441165.6238909927),38
7685,5941,CALTRANS_190930IN00203,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 14:22:00,2019-09-30 15:21:00,I15 S NO I10,Unknown,34.072821999999995,-117.54501599999999,I-15,59 minutes,9.0,,,POINT (226568.6799570679 -435155.4971146826),59
11372,6106,CALTRANS_190930INFSP00075,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:25:00,2019-09-30 15:09:00,SR60 W EO I15,Unknown,34.019717,-117.542427,SR 60,44 minutes,2.0,,,POINT (226960.2451398639 -441038.1614583614),44
11314,6031,CALTRANS_190930IN00206,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:25:00,2019-09-30 14:53:00,SR60 W EO I15,Unknown,34.019717,-117.542427,SR 60,28 minutes,1.0,,,POINT (226960.2451398639 -441038.1614583614),28
7686,5944,CALTRANS_190930IN00213,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:29:00,2019-09-30 14:53:00,I210 E WO HIGHLAND AVE ARDEN,Unknown,34.138467,-117.24271499999999,I-210,24 minutes,3.0,,,POINT (254248.6235429795 -427109.3433975293),24
7773,6044,CALTRANS_190930INFSP00078,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:31:00,2019-09-30 14:53:00,I210 E WO HIGHLAND AVE ARDEN,Unknown,34.138467,-117.24271499999999,I-210,22 minutes,3.0,,,POINT (254248.6235429795 -427109.3433975293),22
7689,5947,CALTRANS_190930IN00230,CADOT,Incident,TADV-Traffic Advisory,2019-09-30 14:47:00,2019-09-30 20:50:00,I215 N NO I10,Unknown,34.073325,-117.29540800000001,I-215,6 hours 3 minutes,9.0,,,POINT (249597.2677160788 -434472.903847984),363
7690,5948,CALTRANS_190930IN00231,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:47:00,2019-09-30 15:12:00,I10 E EO PEPPER AVE,Unknown,34.068603,-117.345817,I-10,25 minutes,7.0,,,POINT (244961.08804819 -435127.9875954869),25
11315,6032,CALTRANS_190930IN00232,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 14:48:00,2019-09-30 15:53:00,I15 N LIMONITE AVE,Unknown,33.975069,-117.54868300000001,I-15,1 hour 5 minutes,5.0,,,POINT (226510.6573546382 -446003.9115018616),65
7775,6046,CALTRANS_190930INFSP00090,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:49:00,2019-09-30 15:21:00,I10 E EO PEPPER AVE,Unknown,34.068603,-117.345817,I-10,32 minutes,8.0,,,POINT (244961.08804819 -435127.9875954869),32
11373,6108,CALTRANS_190930INFSP00089,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 14:49:00,2019-09-30 15:36:00,I15 N LIMONITE AVE,Unknown,33.975069,-117.54868300000001,I-15,47 minutes,4.0,,,POINT (226510.6573546382 -446003.9115018616),47
7692,5950,CALTRANS_190930IN00238,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 14:50:00,2019-09-30 16:09:00,SR60 E EO MOUNTAIN AVE,Unknown,34.030283000000004,-117.65918,SR 60,1 hour 19 minutes,24.0,,,POINT (216151.2561184856 -440139.3354586046),79
7776,6047,CALTRANS_190930INFSP00092,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-30 14:53:00,2019-09-30 15:39:00,SR60 E WO MOUNTAIN AVE,Unknown,34.030212,-117.67813799999999,SR 60,46 minutes,19.0,,,POINT (214401.219183955 -440190.2556632711),46
7696,5954,CALTRANS_190930IN00254,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-30 14:59:00,2019-09-30 15:49:00,I215 S SO DEVORE RD,Unknown,34.218773999999996,-117.397419,I-215,50 minutes,2.0,,,POINT (239742.5476232971 -418606.3653544867),50
7777,6048,CALTRANS_190930INFSP00096,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 14:59:00,2019-09-30 15:38:00,,Unknown,34.081720000000004,-117.70718400000001,I-10,39 minutes,,,,POINT (211581.4660665039 -434543.4583972842),39
11316,6033,CALTRANS_190930IN00262,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 15:03:00,2019-09-30 15:49:00,SR91 W MAIN ST,Unknown,33.880105,-117.565472,SR 91,46 minutes,1.0,,,POINT (225230.0693430898 -456573.1924661612),46
7697,5955,CALTRANS_190930IN00258,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 15:04:00,2019-09-30 16:05:00,I10 E EO RIVERSIDE AVE,Unknown,34.068740999999996,-117.36125200000001,I-10,1 hour 1 minute,8.0,,,POINT (243536.4967860238 -435152.4492590604),61
7778,6049,CALTRANS_190930INFSP00100,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-30 15:05:00,2019-09-30 15:26:00,,Unknown,34.068321000000005,-117.37948999999999,I-10,21 minutes,4.0,,,POINT (241854.9849987214 -435245.7088212552),21
11318,6035,CALTRANS_190930IN00265,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 15:07:00,2019-09-30 15:53:00,SR91 W WO LINCOLN AVE,Unknown,33.882421,-117.588555,SR 91,46 minutes,1.0,,,POINT (223088.4785202761 -456370.9903770052),46
11317,6034,CALTRANS_190930IN00263,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 15:07:00,2019-09-30 16:17:00,,Unknown,33.805746,-117.238547,Harvill Ave,1 hour 10 minutes,9.0,,,POINT (255707.6120843662 -463987.5213641496),70
11406,6144,CALTRANS_190930OC00166,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 15:13:00,2019-09-30 15:49:00,SR91 W MAIN ST,Unknown,33.880105,-117.565472,SR 91,36 minutes,1.0,,,POINT (225230.0693430898 -456573.1924661612),36
11319,6037,CALTRANS_190930IN00276,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 15:29:00,2019-09-30 16:00:00,RIVERSIDE PD EMPLOYEE - (RECORDS),Unknown,33.915278,-117.4412,RIVERSIDE PD EMPLOYEE - RECORDS,31 minutes,4.0,,,POINT (236619.08234146 -452370.8304633279),31
7700,5960,CALTRANS_190930IN00291,CADOT,Obstructions,23114-Object Flying From Veh,2019-09-30 15:47:00,2019-09-30 16:56:00,,Unknown,33.926453,-117.65666999999999,CA 71,1 hour 9 minutes,3.0,,,POINT (216667.6075020318 -451646.8853028882),69
7701,5961,CALTRANS_190930IN00296,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 15:51:00,2019-09-30 16:36:00,SB JNO,Unknown,34.077535,-117.208774,JNO,45 minutes,3.0,,,POINT (257576.3927170114 -433774.3557793708),45
11320,6039,CALTRANS_190930IN00305,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 15:55:00,2019-09-30 17:39:00,,Unknown,34.013409,-117.444875,CA 60,1 hour 44 minutes,10.0,,,POINT (235986.0220314919 -441499.4570165933),104
7780,6051,CALTRANS_190930INFSP00119,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 15:55:00,2019-09-30 16:25:00,,Unknown,34.030467,-117.66764099999999,CA 60,30 minutes,7.0,,,POINT (215369.6234480664 -440138.1863674265),30
7704,5964,CALTRANS_190930IN00315,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 16:00:00,2019-09-30 16:26:00,OCCD WB 60 JEO EUCLID,Unknown,34.029024,-117.650999,OCCD 60,26 minutes,1.0,,,POINT (216909.9949210094 -440260.2642406421),26
7705,5965,CALTRANS_190930IN00317,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 16:07:00,2019-09-30 17:29:00,I210 W EO HAVEN AVE,Unknown,34.136738,-117.56687,I-210,1 hour 22 minutes,4.0,,,POINT (224370.2864161705 -428119.2969366401),82
11321,6040,CALTRANS_190930IN00321,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 16:12:00,2019-09-30 16:42:00,I215 S NO CACTUS AVE,Unknown,33.912493,-117.284602,I-215,30 minutes,2.0,,,POINT (251105.1184486704 -452276.8059316641),30
7706,5966,CALTRANS_190930IN00340,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 16:25:00,2019-09-30 17:25:00,OCCD EB 10 ON UNIV OFR,Unknown,34.055551,-117.166823,OCCD 10,1 hour,4.0,,,POINT (261519.3831011672 -436097.1342168278),60
7707,5967,CALTRANS_190930IN00341,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 16:29:00,2019-09-30 17:23:00,,Unknown,34.067439,-117.580403,I-10,54 minutes,6.0,,,POINT (223318.791740979 -435836.4006382972),54
11322,6041,CALTRANS_190930IN00348,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 16:36:00,2019-09-30 17:10:00,,Unknown,33.901111,-117.469326,CA 91,34 minutes,6.0,,,POINT (234060.753283925 -454011.3564476501),34
11324,6043,CALTRANS_190930IN00364,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 16:57:00,2019-09-30 19:24:00,SR71 S NO SR91,Unknown,33.891715000000005,-117.64681100000001,SR 71,2 hours 27 minutes,4.0,,,POINT (217674.6168633015 -455475.9494293854),147
7709,5969,CALTRANS_190930IN00367,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 17:01:00,2019-09-30 17:51:00,,Unknown,34.109305,-117.528745,I-15,50 minutes,4.0,,,POINT (227964.4987207869 -431070.6739743799),50
7710,5970,CALTRANS_190930IN00390,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 17:36:00,2019-09-30 18:12:00,I215 N NO PALM AVE,Unknown,34.19534,-117.367042,I-215,36 minutes,6.0,,,POINT (242612.2718025463 -421128.0374010801),36
11325,6044,CALTRANS_190930IN00402,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 17:55:00,2019-09-30 18:17:00,,Unknown,33.870615,-117.54466000000001,I-15,22 minutes,3.0,,,POINT (227182.3150254496 -457575.6924285674),22
11326,6046,CALTRANS_190930IN00444,CADOT,Obstructions,23114-Object Flying From Veh,2019-09-30 18:33:00,2019-09-30 19:28:00,OCCD I15 N NO SR91/1023 ARCO,Unknown,33.881954,-117.584275,I-15,55 minutes,2.0,,,POINT (223485.6653911656 -456412.6875013039),55
7714,5977,CALTRANS_190930IN00446,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 18:37:00,2019-09-30 19:41:00,,Unknown,34.070314,-117.208666,W Lugonia Ave,1 hour 4 minutes,9.0,,,POINT (257609.9366823834 -434574.7508260361),64
7716,5979,CALTRANS_190930IN00456,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 18:47:00,2019-09-30 19:56:00,SR60 E EO VINEYARD AVE,Unknown,34.030437,-117.605073,SR 60,1 hour 9 minutes,8.0,,,POINT (221146.0128378805 -439997.4759108652),69
7717,5980,CALTRANS_190930IN00459,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 18:50:00,2019-09-30 20:20:00,,Unknown,34.138718,-117.335451,N State St,1 hour 30 minutes,7.0,,,POINT (245698.9662947559 -427326.0183988628),90
11327,6047,CALTRANS_190930IN00460,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 18:51:00,2019-09-30 20:08:00,AS YOU MERGE,Unknown,33.794507,-117.230088,AS YOU MERGE,1 hour 17 minutes,2.0,,,POINT (256527.0926495187 -465210.5136684934),77
11308,6002,CALTRANS_190930IC00137,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 18:54:00,2019-09-30 19:48:00,"SR60 E I10, WO MM 30",Unknown,33.933287,-116.998185,SR 60,54 minutes,6.0,,,POINT (277509.9532027893 -449173.0556084267),54
7719,5982,CALTRANS_190930IN00494,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 19:25:00,2019-09-30 19:48:00,I15 N NO KENWOOD AVE,Unknown,34.24973,-117.442178,I-15,23 minutes,2.0,,,POINT (235527.8320798847 -415285.2442301922),23
7720,5983,CALTRANS_190930IN00524,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 19:55:00,2019-09-30 21:01:00,I10 W EO MOUNTAIN VIEW AVE,Unknown,34.066714000000005,-117.235028,I-10,1 hour 6 minutes,8.0,,,POINT (255189.3472126808 -435045.2233076449),66
7782,6053,CALTRANS_190930INFSP00142,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 19:56:00,2019-09-30 21:00:00,I10 W EO MOUNTAIN VIEW AVE,Unknown,34.066714000000005,-117.235028,I-10,1 hour 4 minutes,6.0,,,POINT (255189.3472126808 -435045.2233076449),64
7721,5984,CALTRANS_190930IN00536,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 20:00:00,2019-09-30 20:22:00,WB 10 JEO 15 N,Unknown,34.068078,-117.542528,,22 minutes,1.0,,,POINT (226811.8834960411 -435675.6281839171),22
11377,6113,CALTRANS_190930INFSP00143,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 20:00:00,2019-09-30 23:42:00,TL91 W EO LINCOLN AVE,Unknown,33.881453,-117.578149,,3 hours 42 minutes,1.0,,,POINT (224053.6953721952 -456453.7753906799),222
11331,6056,CALTRANS_190930IN00550,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-30 20:19:00,2019-09-30 20:41:00,I15 N NO CANTU GALLEANO RANCH RD,Unknown,34.007486,-117.550118,I-15,22 minutes,2.0,,,POINT (226285.1830240368 -442412.8031861335),22
7724,5987,CALTRANS_190930IN00556,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-30 20:27:00,2019-09-30 21:58:00,I15 N SO JURUPA AVE,Unknown,34.039506,-117.55003899999998,I-15,1 hour 31 minutes,3.0,,,POINT (226200.7052294033 -438861.9734301823),91
11333,6058,CALTRANS_190930IN00566,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 20:34:00,2019-09-30 21:17:00,SR60 W MARKET ST,Unknown,33.999846999999995,-117.372826,SR 60,43 minutes,1.0,,,POINT (242680.3180693407 -442821.3563913424),43
7725,5990,CALTRANS_190930IN00579,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 20:50:00,2019-09-30 22:29:00,I210 W EO HIGHLAND AVE ARDEN,Unknown,34.132335,-117.22613700000001,I-210,1 hour 39 minutes,5.0,,,POINT (255796.7426279614 -427744.7378518912),99
7726,5991,CALTRANS_190930IN00601,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:02:00,2019-09-30 21:30:00,SR60 W EO ARCHIBALD AVE,Unknown,34.030711,-117.58585500000001,SR 60,28 minutes,7.0,,,POINT (222919.4346802276 -439922.0851631286),28
11334,6060,CALTRANS_190930IN00606,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:03:00,2019-09-30 22:24:00,,Unknown,33.924454,-117.28851499999999,I-215,1 hour 21 minutes,8.0,,,POINT (250705.4287378771 -450961.0831853398),81
7783,6054,CALTRANS_190930INFSP00152,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:04:00,2019-09-30 21:28:00,SR60 W EO ARCHIBALD AVE,Unknown,34.030711,-117.58585500000001,SR 60,24 minutes,5.0,,,POINT (222919.4346802276 -439922.0851631286),24
11335,6061,CALTRANS_190930IN00626,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 21:18:00,2019-09-30 23:51:00,,Unknown,34.028813,-117.575703,CA 60,2 hours 33 minutes,7.0,,,POINT (223862.0380080397 -440108.6337855323),153
7784,6055,CALTRANS_190930INFSP00160,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:18:00,2019-09-30 21:42:00,I10 W EO MOUNT VERNON AVE,Unknown,34.065011,-117.31224399999999,I-10,24 minutes,1.0,,,POINT (248070.0926141899 -435438.9974235548),24
7727,5994,CALTRANS_190930IN00627,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:19:00,2019-09-30 22:13:00,,Unknown,34.066714000000005,-117.235028,I-10,54 minutes,11.0,,,POINT (255189.3472126808 -435045.2233076449),54
7785,6056,CALTRANS_190930INFSP00161,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 21:20:00,2019-09-30 21:43:00,I10 W EO CALIFORNIA ST,Unknown,34.066720000000004,-117.21884399999999,I-10,23 minutes,3.0,,,POINT (256682.5808395801 -435000.8692431152),23
7786,6057,CALTRANS_190930INFSP00162,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:21:00,2019-09-30 21:47:00,SR60 E HAVEN AVE,Unknown,34.028813,-117.575703,SR 60,26 minutes,4.0,,,POINT (223862.0380080397 -440108.6337855323),26
7728,5995,CALTRANS_190930IN00635,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:23:00,2019-09-30 21:45:00,,Unknown,34.167501,-117.458069,I-15,22 minutes,1.0,,,POINT (234309.4901034388 -424444.4132214086),22
11336,6063,CALTRANS_190930IN00654,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:34:00,2019-09-30 21:58:00,SR91 W EO CENTRAL AVE,Unknown,33.957553999999995,-117.37910600000001,SR 91,24 minutes,2.0,,,POINT (242230.0280998034 -447526.7489849869),24
7730,5997,CALTRANS_190930IN00656,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:36:00,2019-09-30 21:58:00,EB / SB,Unknown,34.066734000000004,-117.54495,,22 minutes,3.0,,,POINT (226592.2557311085 -435830.4602722898),22
7788,6059,CALTRANS_190930INFSP00172,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:39:00,2019-09-30 22:11:00,I10 W TO I15 S CON,Unknown,34.066734000000004,-117.54495,I-10,32 minutes,6.0,,,POINT (226592.2557311085 -435830.4602722898),32
7732,5999,CALTRANS_190930IN00665,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 21:41:00,2019-09-30 23:17:00,I15 N NO GLEN HELEN PKWY,Unknown,34.210789,-117.412402,I-15,1 hour 36 minutes,10.0,,,POINT (238386.8752355499 -419529.7346821232),96
11381,6117,CALTRANS_190930INFSP00179,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:44:00,2019-09-30 22:20:00,I215 S NO CENTRAL AVE,Unknown,33.960848999999996,-117.31373799999999,I-215,36 minutes,1.0,,,POINT (248259.5625222824 -446992.32958045),36
11337,6064,CALTRANS_190930IN00670,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 21:44:00,2019-09-30 22:36:00,I215 S NO CENTRAL AVE,Unknown,33.960848999999996,-117.31373799999999,I-215,52 minutes,3.0,,,POINT (248259.5625222824 -446992.32958045),52
11382,6118,CALTRANS_190930INFSP00184,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:50:00,2019-09-30 22:17:00,,Unknown,33.924454,-117.28851499999999,I-215,27 minutes,5.0,,,POINT (250705.4287378771 -450961.0831853398),27
11338,6065,CALTRANS_190930IN00683,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:52:00,2019-09-30 22:35:00,I15 S ONTARIO AVE,Unknown,33.843866999999996,-117.535098,I-15,43 minutes,1.0,,,POINT (228143.9637278751 -460518.2069921349),43
11339,6066,CALTRANS_190930IN00688,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 21:57:00,2019-09-30 22:44:00,I215 S SO LA CADENA DR IOWA,Unknown,34.022178000000004,-117.337176,I-215,47 minutes,4.0,,,POINT (245902.9986677364 -440253.4234524714),47
11383,6119,CALTRANS_190930INFSP00190,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 21:57:00,2019-09-30 22:49:00,I15 S ONTARIO AVE,Unknown,33.843866999999996,-117.535098,I-15,52 minutes,3.0,,,POINT (228143.9637278751 -460518.2069921349),52
11384,6120,CALTRANS_190930INFSP00192,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 22:00:00,2019-09-30 22:27:00,I215 S SO LA CADENA DR IOWA,Unknown,34.022178000000004,-117.337176,I-215,27 minutes,2.0,,,POINT (245902.9986677364 -440253.4234524714),27
7734,6001,CALTRANS_190930IN00695,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-30 22:06:00,2019-09-30 23:17:00,I215 S SO LA CADENA DR IOWA,Unknown,34.022178000000004,-117.337176,I-215,1 hour 11 minutes,1.0,,,POINT (245902.9986677364 -440253.4234524714),71
11341,6069,CALTRANS_190930IN00706,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:12:00,2019-09-30 22:44:00,SR91 W LINCOLN AVE,Unknown,33.881894,-117.582353,SR 91,32 minutes,5.0,,,POINT (223663.6062821107 -456414.8073963025),32
11386,6122,CALTRANS_190930INFSP00204,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:13:00,2019-09-30 22:43:00,SR91 W LINCOLN AVE,Unknown,33.881894,-117.582353,SR 91,30 minutes,3.0,,,POINT (223663.6062821107 -456414.8073963025),30
7791,6062,CALTRANS_190930INFSP00214,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:26:00,2019-09-30 23:10:00,I10 E WO EUREKA ST,Unknown,34.061679,-117.18448400000001,I-10,44 minutes,1.0,,,POINT (259869.4624269713 -435466.2219185424),44
11343,6071,CALTRANS_190930IN00741,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:31:00,2019-10-01 00:05:00,TRUCK BYPASS,Unknown,33.941918,-117.292635,TRUCK BYPASS,1 hour 34 minutes,7.0,,,POINT (250269.2890253889 -449035.7553833257),94
11388,6124,CALTRANS_190930INFSP00222,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:34:00,2019-09-30 23:06:00,,Unknown,33.941918,-117.292635,,32 minutes,5.0,,,POINT (250269.2890253889 -449035.7553833257),32
7736,6003,CALTRANS_190930IN00747,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 22:36:00,2019-10-01 00:18:00,,Unknown,33.891715000000005,-117.64681100000001,CA 71,1 hour 42 minutes,10.0,,,POINT (217674.6168633015 -455475.9494293854),102
11345,6075,CALTRANS_190930IN00761,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:51:00,2019-09-30 23:17:00,I215 N SO SR91 RIV IC,Unknown,33.98979,-117.350057,I-215,26 minutes,2.0,,,POINT (244814.1925785431 -443877.9266543663),26
11389,6126,CALTRANS_190930INFSP00232,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:52:00,2019-09-30 23:17:00,I215 N SO SR91 RIV IC,Unknown,33.98979,-117.350057,I-215,25 minutes,2.0,,,POINT (244814.1925785431 -443877.9266543663),25
7737,6004,CALTRANS_190930IN00764,CADOT,Animal Struck,ANIMAL-Live or Dead Animal,2019-09-30 22:53:00,2019-09-30 23:27:00,I10 W EO CHERRY AVE,Unknown,34.066190999999996,-117.479175,I-10,34 minutes,2.0,,,POINT (232663.2402722483 -435731.3667056984),34
11391,6128,CALTRANS_190930INFSP00236,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 22:56:00,2019-09-30 23:22:00,SR60 W EO I215 MV IC,Unknown,33.943489,-117.28366899999999,SR 60,26 minutes,,,,POINT (251092.889554114 -448837.8719385453),26
11348,6078,CALTRANS_190930IN00775,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 22:58:00,2019-10-01 00:04:00,SR60 E WO RUBIDOUX BLVD,Unknown,34.00417,-117.407968,SR 60,1 hour 6 minutes,5.0,,,POINT (239421.8471795564 -442431.3681603093),66
11392,6129,CALTRANS_190930INFSP00238,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-30 23:00:00,2019-09-30 23:21:00,SR60 W EO RUBIDOUX BLVD,Unknown,34.00417,-117.407968,SR 60,21 minutes,3.0,,,POINT (239421.8471795564 -442431.3681603093),21
7739,6006,CALTRANS_190930IN00781,CADOT,Fire,FIRE-Report of Fire,2019-09-30 23:04:00,2019-10-01 02:32:00,,Unknown,34.24973,-117.442178,I-15,3 hours 28 minutes,24.0,,,POINT (235527.8320798847 -415285.2442301922),208
11393,6130,CALTRANS_190930INFSP00245,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:08:00,2019-09-30 23:35:00,SR91 E EO MCKINLEY ST,Unknown,33.88998,-117.50985,SR 91,27 minutes,1.0,,,POINT (230345.9993362684 -455344.706694609),27
11349,6079,CALTRANS_190930IN00821,CADOT,Incident,SIG Alert,2019-09-30 23:12:00,2019-10-01 00:09:00,SR71 S NO SR91,Unknown,33.891715000000005,-117.64681100000001,SR 71,57 minutes,1.0,,,POINT (217674.6168633015 -455475.9494293854),57
7742,6010,CALTRANS_190930IN00829,CADOT,Incident,SIG Alert,2019-09-30 23:14:00,2019-10-01 02:34:00,I15 N NO KENWOOD AVE,Unknown,34.24973,-117.442178,I-15,3 hours 20 minutes,6.0,,,POINT (235527.8320798847 -415285.2442301922),200
11350,6080,CALTRANS_190930IN00846,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:17:00,2019-09-30 23:58:00,I215 S TO SR60 E MV,Unknown,33.942978000000004,-117.28988100000001,I-215,41 minutes,2.0,,,POINT (250520.4396460064 -448910.9597153356),41
11394,6131,CALTRANS_190930INFSP00249,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:18:00,2019-09-30 23:55:00,I215 S TO SR60 E MV,Unknown,33.942978000000004,-117.28988100000001,I-215,37 minutes,1.0,,,POINT (250520.4396460064 -448910.9597153356),37
11351,6081,CALTRANS_190930IN00866,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-30 23:29:00,2019-10-01 00:15:00,SR91 E WO SPRUCE ST,Unknown,33.989711,-117.36011,SR 91,46 minutes,8.0,,,POINT (243885.9336307328 -443912.5956147537),46
7744,6012,CALTRANS_190930IN00881,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-30 23:37:00,2019-10-01 01:13:00,I210 E WO CAMPUS AVE,Unknown,34.134633,-117.646557,I-210,1 hour 36 minutes,24.0,,,POINT (217029.3069844791 -428538.2479297668),96
7801,6072,CALTRANS_190930INFSP00267,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-30 23:38:00,2019-10-01 00:10:00,I210 E WO CAMPUS AVE,Unknown,34.134633,-117.646557,I-210,32 minutes,20.0,,,POINT (217029.3069844791 -428538.2479297668),32
7803,6074,CALTRANS_190930INFSP00274,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:46:00,2019-10-01 00:35:00,I215 S NO MASSACHUSETTS ST,Unknown,34.133601,-117.309547,I-215,49 minutes,5.0,,,POINT (248103.0519396555 -427826.0068112076),49
11398,6135,CALTRANS_190930INFSP00276,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:49:00,2019-10-01 00:10:00,I15 S SO 6TH ST RV,Unknown,33.932539,-117.55623200000001,I-15,21 minutes,2.0,,,POINT (225934.8353431974 -450737.6383841527),21
11352,6083,CALTRANS_190930IN00914,CADOT,Obstructions,1125-Traffic Hazard,2019-09-30 23:55:00,2019-10-01 00:26:00,I15 S SO 6TH ST RV,Unknown,33.932539,-117.55623200000001,I-15,31 minutes,3.0,,,POINT (225934.8353431974 -450737.6383841527),31
